"date","time","lon","lat","Uwnd","Vwnd","wndDir","wndSpd"
"20040101","0200",30.86046349,-30.41275749,1.87288898229599,4.31623864173889,111.877018882199,4.63864425109998
"20040101","0800",30.86046349,-30.41275749,-0.366576716303825,2.16997981071472,80.3464932326247,2.24220668824834
"20040101","1400",30.86046349,-30.41275749,-5.69145369529724,-0.788830727338791,351.481159772991,5.75825593797763
"20040101","2000",30.86046349,-30.41275749,-5.66746068000793,-4.37944483757019,322.568002250052,7.16643098802901
"20040102","0200",30.86046349,-30.41275749,-4.14524292945862,-5.30946493148804,307.975891465139,6.73606628490849
"20040102","0800",30.86046349,-30.41275749,-2.59124565124512,-3.55499374866486,305.393994060159,4.34064018494697
"20040102","1400",30.86046349,-30.41275749,-3.88173508644104,0.170545989647508,7.56649741040285,3.88787082076515
"20040102","2000",30.86046349,-30.41275749,0.503661051392555,2.64646935462952,102.312858531219,2.71147684502698
"20040103","0200",30.86046349,-30.41275749,2.89501225948334,6.30096316337585,115.271004876624,6.93428966464321
"20040103","0800",30.86046349,-30.41275749,3.0436235666275,8.82849168777466,108.940489313913,9.29358701882076
"20040103","1400",30.86046349,-30.41275749,0.246518634259701,10.0553646087646,91.4103631587476,10.0585090066481
"20040103","2000",30.86046349,-30.41275749,-0.667632609605789,9.60167360305786,86.047899857334,9.62573571551295
"20040104","0200",30.86046349,-30.41275749,1.52580451965332,6.54393100738525,103.119706832726,6.71947404707446
"20040104","0800",30.86046349,-30.41275749,-1.19877356290817,5.10287070274353,76.0818934446143,5.28162731867137
"20040104","1400",30.86046349,-30.41275749,-4.18411016464233,1.00951308012009,13.5386507072628,4.27987752729468
"20040104","2000",30.86046349,-30.41275749,-4.45775556564331,-1.62771081924438,340.50634264726,4.74827139100052
"20040105","0200",30.86046349,-30.41275749,-3.3776603937149,-5.07479739189148,303.648461580258,6.09609904116291
"20040105","0800",30.86046349,-30.41275749,-6.50776529312134,-7.13775491714478,312.355844366915,9.65914869062797
"20040105","1400",30.86046349,-30.41275749,-10.2314023971558,-5.12425303459167,333.587228901479,11.3754848311296
"20040105","2000",30.86046349,-30.41275749,-7.09135413169861,-7.37185621261597,313.763146046638,10.2289674975854
"20040106","0200",30.86046349,-30.41275749,-5.6781063079834,-8.0360164642334,305.249084838546,9.83974182055839
"20040106","0800",30.86046349,-30.41275749,-5.27629137039185,-10.4179530143738,297.243661895133,11.6817725363601
"20040106","1400",30.86046349,-30.41275749,-5.70770812034607,-2.80348086357117,333.413857164757,6.35219677117616
"20040106","2000",30.86046349,-30.41275749,-3.53021597862244,-4.53066372871399,304.190221529203,5.83841663715839
"20040107","0200",30.86046349,-30.41275749,-0.913396656513214,-0.297636665403843,326.875630573026,0.999737737250744
"20040107","0800",30.86046349,-30.41275749,-0.281594291329384,4.6906955242157,86.566210952089,4.69914068484116
"20040107","1400",30.86046349,-30.41275749,-1.76193428039551,5.14225220680237,70.9855185525671,5.42546872297218
"20040107","2000",30.86046349,-30.41275749,-1.04928040504456,4.09478449821472,76.2810358908357,4.18561936599053
"20040108","0200",30.86046349,-30.41275749,2.78125154972076,2.0734429359436,144.024664479305,3.47438591291843
"20040108","0800",30.86046349,-30.41275749,-0.787814915180206,-3.56393921375275,282.525414349259,3.64901043479949
"20040108","1400",30.86046349,-30.41275749,-2.28559911251068,-2.81113719940186,310.281378237721,3.61421270870381
"20040108","2000",30.86046349,-30.41275749,-0.971871316432953,-4.40352940559387,281.198146461021,4.48805507379866
"20040109","0200",30.86046349,-30.41275749,0.944590091705322,-1.52083522081375,239.54799678491,1.72593835985283
"20040109","0800",30.86046349,-30.41275749,4.81948947906494,1.69789278507233,161.870754441404,5.11562229191708
"20040109","1400",30.86046349,-30.41275749,-3.33214926719666,2.92450487613678,40.9448802353644,4.41546793985523
"20040109","2000",30.86046349,-30.41275749,-2.06129145622253,-3.55093610286713,298.689768621376,4.04756779200493
"20040110","0200",30.86046349,-30.41275749,-0.289961069822311,-4.48087763786316,273.70256432623,4.490250111713
"20040110","0800",30.86046349,-30.41275749,0.277725785970688,4.5777108669281,93.4394638901308,4.58639839302905
"20040110","1400",30.86046349,-30.41275749,0.38067652285099,8.49805355072021,92.5758890568175,8.50252587803011
"20040110","2000",30.86046349,-30.41275749,-1.50853741168976,5.98943376541138,76.9744150603437,6.20685795477991
"20040111","0200",30.86046349,-30.41275749,-0.334419462829828,3.12918519973755,84.8125213176046,3.15119185224816
"20040111","0800",30.86046349,-30.41275749,-2.97953641414642,0.833626687526703,18.0480231858398,3.09642573302497
"20040111","1400",30.86046349,-30.41275749,-6.86518216133118,-0.67772176861763,354.73741125262,6.922277824893
"20040111","2000",30.86046349,-30.41275749,-5.44575381278992,-5.16464018821716,317.028364513748,7.50642757857777
"20040112","0200",30.86046349,-30.41275749,-3.79482901096344,-5.17532062530518,306.251118413914,6.41754175100645
"20040112","0800",30.86046349,-30.41275749,-4.47329330444336,-10.3416934013367,293.388972751884,11.2677297722627
"20040112","1400",30.86046349,-30.41275749,-4.33062314987183,-5.7345597743988,307.096363917265,7.18017881912631
"20040112","2000",30.86046349,-30.41275749,-3.99971258640289,-7.22386312484741,298.667238098387,8.2572331578122
"20040113","0200",30.86046349,-30.41275749,1.6401384472847,0.0741831436753273,178.268326530293,1.64700406781142
"20040113","0800",30.86046349,-30.41275749,0.703331261873245,-1.63848680257797,249.613195869647,1.78507366683328
"20040113","1400",30.86046349,-30.41275749,-5.47757720947266,0.368272952735424,6.41716837684217,5.49459531257042
